from,to,distance
1134,1315,0.939091
1315,1134,0.939091
1356,1348,0.939078
1893,661,0.938906
1033,1274,0.938900
1274,1033,0.938900
1500,963,0.938782
1499,914,0.938779
820,1764,0.938639
850,946,0.938605
978,846,0.938510
924,873,0.938450
873,924,0.938450
1467,1134,0.938445
1468,1134,0.938445
866,949,0.938394
929,963,0.938386
1748,1836,0.938363
1070,1348,0.938238
568,1289,0.938236
547,942,0.938194
420,675,0.938100
675,420,0.938100
4,46,0.938083
46,4,0.938083
686,664,0.938057
664,686,0.938057
1262,952,0.937968
937,1014,0.937949
1014,937,0.937949
1313,1228,0.937933
681,492,0.937899
1517,1273,0.937774
1273,1517,0.937774
857,823,0.937758
1509,1289,0.937694
286,1936,0.937685
333,1802,0.937551
1802,333,0.937551
1352,1330,0.937540
1182,924,0.937446
800,819,0.937425
1497,1368,0.937387
1470,1418,0.937376
828,1196,0.937343
1196,828,0.937343
1822,442,0.937310
1275,869,0.937307
869,1275,0.937307
474,515,0.937296
725,1578,0.937248
1578,725,0.937248
1119,915,0.937247
1349,1099,0.937122
1027,1006,0.937114
918,911,0.937084
1280,1041,0.936934
1278,1031,0.936924
3,6,0.936911
6,3,0.936911
769,171,0.936896
171,769,0.936896
1810,491,0.936867
622,20,0.936864
951,1031,0.936855
181,896,0.936833
804,932,0.936831
239,2058,0.936818
15,564,0.936791
937,1421,0.936760
67,900,0.936603
900,67,0.936603
1136,1022,0.936577
456,183,0.936564
1332,1349,0.936559
880,515,0.936547
1497,1266,0.936547
1495,1364,0.936507
1364,1495,0.936507
331,1665,0.936470
1665,331,0.936470
1346,1291,0.936449
1291,1346,0.936449
204,870,0.936396
948,1041,0.936312
1321,1184,0.936223
1280,948,0.936187
869,915,0.936057
1665,1700,0.936010
1700,1665,0.936010
1163,970,0.935974
1739,1574,0.935970
1881,46,0.935964
46,1881,0.935964
1681,1671,0.935950
1671,1681,0.935950
978,819,0.935939
233,297,0.935926
297,233,0.935926
958,961,0.935908
961,958,0.935908
1399,1429,0.935902
1429,1399,0.935902
1422,1212,0.935828
1212,1422,0.935828
1265,915,0.935805
4,531,0.935699
531,4,0.935699
2051,880,0.935698
880,2051,0.935698
1118,944,0.935543
2004,1846,0.935529
1846,2004,0.935529
1352,1324,0.935476
1160,1349,0.935474
125,588,0.935441
588,125,0.935441
1750,1435,0.935429
1483,1256,0.935419
1224,883,0.935384
883,1224,0.935384
1002,1418,0.935363
1149,1408,0.935281
1408,1149,0.935281
1183,1273,0.935185
1273,1183,0.935185
1748,364,0.935062
389,1680,0.935046
1680,389,0.935046
996,1031,0.935027
134,94,0.935014
94,134,0.935014
1589,150,0.934983
150,1589,0.934983
1090,1312,0.934982
1385,1061,0.934940
1493,1343,0.934852
824,987,0.934844
987,824,0.934844
519,1972,0.934795
1321,1151,0.934687
1187,364,0.934658
1528,603,0.934651
1714,363,0.934636
363,1714,0.934636
1399,1518,0.934628
171,1967,0.934593
1967,171,0.934593
1492,994,0.934462
1051,931,0.934429
961,801,0.934349
15,587,0.934330
587,15,0.934330
1332,1307,0.934313
834,815,0.934229
1229,1271,0.934204
1271,1229,0.934204
1002,1141,0.934201
1339,1152,0.934192
1887,1600,0.934173
897,964,0.934172
895,947,0.934151
1118,815,0.934115
100,515,0.934013
587,820,0.933977
1121,815,0.933935
1078,1224,0.933880
1876,491,0.933800
1205,1224,0.933762
1066,1196,0.933707
1196,1066,0.933707
1379,1422,0.933599
285,1421,0.933592
841,902,0.933554
902,841,0.933554
1819,494,0.933489
1605,1784,0.933482
1784,1605,0.933482
454,492,0.933375
1291,1182,0.933352
906,1119,0.933315
1119,906,0.933315
31,46,0.933303
2003,1558,0.933242
1558,2003,0.933242
1098,815,0.933171
1485,1245,0.933106
1662,1836,0.933060
1116,1238,0.933058
1238,1116,0.933058
1470,1518,0.933031
1391,911,0.932948
1747,1961,0.932907
1961,1747,0.932907
1388,1415,0.932886
816,864,0.932859
1482,1249,0.932855
1249,1482,0.932855
1444,801,0.932850
1379,889,0.932819
831,845,0.932819
845,831,0.932819
763,820,0.932816
1229,931,0.932725
1381,858,0.932713
858,1381,0.932713
546,605,0.932713
723,605,0.932660
1449,100,0.932658
844,1275,0.932655
848,442,0.932645
67,1106,0.932626
1106,67,0.932626
600,681,0.932548
681,600,0.932548
2062,46,0.932524
1846,769,0.932485
1033,1316,0.932477
1316,1033,0.932477
236,1324,0.932453
1595,456,0.932428
456,1595,0.932428
1599,1571,0.932353
1571,1599,0.932353
1248,963,0.932307
1223,1023,0.932288
1589,1558,0.932254
1558,1589,0.932254
730,661,0.932174
1496,1465,0.932149
1465,1496,0.932149
2031,1747,0.932067
1747,2031,0.932067
1963,1965,0.932054
1965,1963,0.932054
1372,1474,0.932039
2071,1587,0.932002
778,540,0.931973
1005,1107,0.931972
1485,1261,0.931922
1261,1485,0.931922
1150,1152,0.931885
1098,859,0.931868
859,1098,0.931868
307,1315,0.931863
825,835,0.931821
835,825,0.931821
1036,809,0.931735
809,1036,0.931735
1492,981,0.931646
1499,889,0.931621
1026,946,0.931557
1059,1332,0.931502
1554,686,0.931497
686,1554,0.931497
1443,1399,0.931489
618,46,0.931473
1477,1118,0.931373
1531,1001,0.931364
1001,1531,0.931364
247,8,0.931331
8,247,0.931331
241,1600,0.931219
127,1395,0.931152
1395,127,0.931152
233,540,0.931151
1021,1041,0.931061
903,908,0.931026
908,903,0.931026
389,458,0.931003
458,389,0.931003
1278,792,0.930959
792,1278,0.930959
7,57,0.930918
57,7,0.930918
78,57,0.930896
1867,1589,0.930892
89,949,0.930810
1395,442,0.930729
2076,681,0.930661
1021,1244,0.930546
1121,864,0.930532
1364,1267,0.930521
1830,1665,0.930419
1150,809,0.930403
809,1150,0.930403
1519,828,0.930303
897,1148,0.930252
1969,1262,0.930214
1372,1307,0.930169
1284,929,0.930122
408,346,0.930086
1167,828,0.930051
1290,239,0.930003
7,17,0.929983
17,7,0.929983
531,46,0.929961
1129,1202,0.929909
973,830,0.929904
1969,637,0.929873
588,506,0.929840
506,588,0.929840
1859,846,0.929828
236,1334,0.929765
1156,1187,0.929654
1187,1156,0.929654
1437,1134,0.929646
900,723,0.929605
969,1141,0.929601
1482,1256,0.929585
1430,911,0.929541
584,45,0.929294
1687,249,0.929274
249,1687,0.929274
498,1822,0.929227
1401,1519,0.929205
479,1600,0.929197
763,1095,0.929172
817,804,0.929165
1433,1160,0.929101
1160,1433,0.929101
584,429,0.929028
1419,1098,0.929015
1110,1022,0.928983
736,1892,0.928946
1358,1311,0.928934
1311,1358,0.928934
474,637,0.928926
901,1506,0.928873
901,1520,0.928873
1680,725,0.928731
1085,1216,0.928715
1281,1384,0.928691
506,1566,0.928675
307,1312,0.928661
39,676,0.928632
26,676,0.928632
676,26,0.928632
1859,942,0.928504
498,2071,0.928476
1156,1392,0.928465
241,1573,0.928426
1277,1160,0.928403
1045,100,0.928390
913,1000,0.928357
1000,913,0.928357
1429,1483,0.928310
848,1655,0.928288
143,1005,0.928245
43,34,0.928226
34,43,0.928226
1651,272,0.928011
902,1150,0.927984
1026,547,0.927966
1046,1105,0.927961
569,198,0.927923
198,569,0.927923
1662,364,0.927921
1433,1349,0.927900
962,798,0.927841
1146,918,0.927830
918,1146,0.927830
808,800,0.927694
957,1020,0.927680
1020,957,0.927680
785,267,0.927634
267,785,0.927634
1842,2048,0.927590
204,1528,0.927565
653,305,0.927456
305,653,0.927456
850,1536,0.927400
1536,850,0.927400
913,1005,0.927284
967,914,0.927279
43,7,0.927241
1323,915,0.927087
70,540,0.927050
2006,389,0.927006
125,94,0.926879
922,1152,0.926872
367,830,0.926823
1722,45,0.926759
77,1118,0.926753
1045,952,0.926721
967,1005,0.926712
443,546,0.926682
546,443,0.926682
185,332,0.926669
332,185,0.926669
1076,1202,0.926626
134,1573,0.926491
1238,607,0.926482
607,1238,0.926482
1493,1384,0.926368
285,174,0.926324
174,285,0.926324
962,143,0.926297
1064,1152,0.926283
1248,816,0.926185
717,1600,0.926184
1651,494,0.926183
1281,1485,0.926169
1842,1307,0.926166
98,57,0.926112
1037,978,0.926091
1955,1836,0.926018
1046,1216,0.925992
113,2004,0.925920
1085,1171,0.925919
1223,1281,0.925857
2014,2043,0.925805
2043,2014,0.925805
224,610,0.925773
610,224,0.925773
1694,400,0.925744
400,1694,0.925744
2003,233,0.925722
951,20,0.925717
185,1031,0.925712
1020,1436,0.925589
523,504,0.925554
504,523,0.925554
1259,1031,0.925525
793,951,0.925470
882,1037,0.925453
1037,882,0.925453
252,442,0.925445
50,306,0.925432
306,50,0.925432
367,950,0.925386
960,825,0.925371
825,960,0.925371
176,1815,0.925350
1815,176,0.925350
1383,911,0.925320
1708,1649,0.925260
1649,1708,0.925260
890,952,0.925219
1181,1061,0.925195
56,813,0.925146
813,56,0.925146
1057,1517,0.925137
840,932,0.925087
1191,1422,0.925085
1815,297,0.925045
1383,1255,0.925041
1255,1383,0.925041
34,57,0.925037
56,515,0.925003
840,936,0.924998
936,840,0.924998
1708,19,0.924968
1713,1810,0.924955
883,1313,0.924913
399,819,0.924907
17,57,0.924898
2034,493,0.924800
493,2034,0.924800
1211,1349,0.924756
54,736,0.924495
422,1810,0.924492
499,297,0.924476
919,856,0.924462
1475,1394,0.924456
1970,94,0.924409
1994,769,0.924402
835,1201,0.924343
1201,835,0.924343
1431,883,0.924290
407,873,0.924216
1012,1305,0.924143
1503,1421,0.924051
1444,944,0.923979
1689,100,0.923970
969,1093,0.923908
1437,1467,0.923905
338,676,0.923905
388,408,0.923865
926,1481,0.923854
1618,1868,0.923853
1868,1618,0.923853
519,1289,0.923851
1722,425,0.923830
178,584,0.923770
575,171,0.923751
973,887,0.923687
426,676,0.923650
1157,1477,0.923590
1199,891,0.923585
1459,996,0.923571
785,354,0.923470
354,785,0.923470
459,67,0.923447
999,906,0.923446
993,1099,0.923432
1657,632,0.923409
632,1657,0.923409
219,610,0.923397
610,219,0.923397
400,265,0.923393
265,400,0.923393
253,183,0.923250
922,1183,0.923242
286,496,0.923214
1276,962,0.923190
31,442,0.923179
418,1976,0.923136
1976,418,0.923136
1066,1167,0.923038
1626,1549,0.923009
1549,1626,0.923009
1970,724,0.922975
1057,1391,0.922968
1391,1057,0.922968
1419,1305,0.922954
418,1815,0.922926
1428,1801,0.922882
1827,1872,0.922872
1828,1872,0.922872
1872,1827,0.922872
1872,1828,0.922872
1443,1342,0.922850
1311,899,0.922827
1702,1626,0.922796
1626,1702,0.922796
70,379,0.922760
648,1747,0.922700
1323,844,0.922689
1181,1054,0.922660
1084,1722,0.922606
399,946,0.922604
1401,1370,0.922595
1370,1401,0.922595
1402,1339,0.922594
1339,1402,0.922594
1915,408,0.922579
936,801,0.922526
1430,915,0.922507
2014,1838,0.922483
1838,2014,0.922483
593,455,0.922452
455,593,0.922452
382,407,0.922410
407,382,0.922410
2051,100,0.922386
1962,498,0.922385
1784,648,0.922350
648,1784,0.922350
178,429,0.922333
1265,879,0.922316
813,1892,0.922285
1916,442,0.922241
858,1358,0.922203
919,931,0.922188
638,1714,0.922142
1714,638,0.922142
1076,981,0.922086
582,610,0.922071
420,540,0.921964
1508,1451,0.921963
793,952,0.921828
81,1626,0.921824
50,327,0.921802
327,50,0.921802
115,1777,0.921800
1777,115,0.921800
1702,81,0.921765
81,1702,0.921765
1124,1064,0.921763
541,101,0.921758
101,541,0.921758
320,1955,0.921721
1867,467,0.921699
467,1867,0.921699
2088,1784,0.921665
908,911,0.921636
2018,239,0.921597
1684,610,0.921550
926,1014,0.921534
1657,686,0.921505
113,286,0.921457
1008,948,0.921366
1534,1240,0.921322
1106,610,0.921311
1260,1149,0.921120
1149,1260,0.921120
422,1955,0.921096
265,1694,0.921052
1694,265,0.921052
1205,1303,0.920986
1155,1499,0.920977
1549,1702,0.920963
150,491,0.920751
1475,1388,0.920749
1917,337,0.920659
337,1917,0.920659
1554,1657,0.920606
575,691,0.920592
717,1566,0.920580
316,426,0.920551
426,316,0.920551
1242,1281,0.920414
1876,1810,0.920269
1402,1152,0.920246
98,4,0.920213
54,1626,0.920163
305,136,0.920144
80,880,0.920124
2090,242,0.920120
242,2090,0.920120
851,1179,0.920119
1179,851,0.920119
1511,1662,0.920019
25,575,0.919950
1962,515,0.919949
382,603,0.919915
44,57,0.919915
1242,1437,0.919847
1508,1392,0.919811
3,596,0.919801
596,3,0.919801
1413,1119,0.919737
1015,1014,0.919670
1124,143,0.919581
1155,866,0.919511
814,306,0.919510
1700,316,0.919356
316,1700,0.919356
82,34,0.919343
805,845,0.919312
446,1421,0.919271
25,30,0.919004
1276,840,0.918822
1881,515,0.918801
1247,1375,0.918795
524,2018,0.918652
1595,1896,0.918629
1896,1595,0.918629
252,242,0.918596
242,252,0.918596
1166,443,0.918535
1447,332,0.918531
332,1447,0.918531
565,848,0.918457
582,596,0.918435
596,582,0.918435
1158,1286,0.918415
1951,18,0.918345
327,656,0.918345
656,327,0.918345
1157,1419,0.918272
841,825,0.918253
1917,610,0.918238
344,1982,0.918177
1982,344,0.918177
414,640,0.918080
640,414,0.918080
77,809,0.918037
1916,252,0.917985
960,1247,0.917956
928,50,0.917925
509,1573,0.917869
1122,1061,0.917851
632,541,0.917804
541,632,0.917804
428,610,0.917774
1211,1167,0.917693
247,1665,0.917493
805,1057,0.917389
