from,to,distance
495,413,0.950545
569,725,0.950545
797,519,0.950468
839,285,0.950460
609,1157,0.950452
787,788,0.950314
788,787,0.950314
838,497,0.950312
1407,495,0.950284
1339,1311,0.950252
146,149,0.950236
849,1169,0.950233
1303,931,0.950162
800,389,0.950113
199,194,0.950018
1196,1197,0.949999
1197,1196,0.949999
736,682,0.949889
841,842,0.949883
1069,193,0.949851
71,1225,0.949846
75,1225,0.949846
687,904,0.949823
603,509,0.949813
926,441,0.949800
441,926,0.949800
213,188,0.949763
482,58,0.949749
242,496,0.949742
642,826,0.949708
826,642,0.949708
1009,1000,0.949693
1000,1009,0.949693
383,381,0.949594
746,1110,0.949477
584,670,0.949443
670,584,0.949443
753,1380,0.949437
1380,753,0.949437
661,1010,0.949430
753,192,0.949368
192,753,0.949368
856,849,0.949367
163,909,0.949302
651,646,0.949265
560,1165,0.949236
919,854,0.949187
820,816,0.949144
816,820,0.949144
763,192,0.949096
651,647,0.949089
559,267,0.949056
1379,909,0.949052
867,829,0.948979
829,867,0.948979
537,345,0.948940
319,286,0.948931
450,413,0.948895
1030,716,0.948846
1047,1043,0.948783
1390,27,0.948745
223,907,0.948733
827,387,0.948725
661,152,0.948707
663,802,0.948700
827,408,0.948665
834,589,0.948659
589,834,0.948659
195,208,0.948652
1301,739,0.948644
845,1343,0.948612
616,522,0.948585
522,616,0.948585
856,857,0.948578
788,1052,0.948556
1052,788,0.948556
662,1134,0.948550
232,207,0.948532
769,1408,0.948513
1408,769,0.948513
50,1073,0.948510
1289,330,0.948469
476,461,0.948438
929,465,0.948418
1184,1389,0.948417
932,854,0.948415
1070,1050,0.948397
1050,1070,0.948397
531,291,0.948292
1007,1009,0.948271
1009,1007,0.948271
469,1306,0.948265
1303,291,0.948232
292,1268,0.948196
452,876,0.948156
214,158,0.948129
685,686,0.948036
686,685,0.948036
932,398,0.948031
757,952,0.947999
826,856,0.947985
636,825,0.947984
1138,1137,0.947959
1137,1138,0.947959
1354,389,0.947911
1301,1227,0.947897
962,1103,0.947830
1039,1336,0.947789
1035,113,0.947619
50,398,0.947611
1289,798,0.947532
163,1148,0.947526
563,223,0.947493
769,315,0.947459
1367,245,0.947421
493,48,0.947301
1340,1339,0.947211
1294,836,0.947169
63,244,0.947128
112,1275,0.947046
241,1142,0.947013
533,771,0.946994
33,1259,0.946951
778,788,0.946828
441,1159,0.946825
1072,1411,0.946824
1411,1072,0.946824
539,924,0.946792
1285,1322,0.946730
1322,1285,0.946730
1332,1339,0.946706
958,139,0.946698
504,380,0.946666
669,672,0.946596
672,669,0.946596
1074,1045,0.946582
1407,394,0.946580
274,977,0.946514
977,274,0.946514
704,693,0.946508
1056,1074,0.946506
1074,1056,0.946506
319,285,0.946493
1059,904,0.946485
154,654,0.946467
763,898,0.946455
469,1309,0.946435
418,1288,0.946407
1288,418,0.946407
80,84,0.946406
1124,487,0.946300
1228,279,0.946295
526,584,0.946279
1166,495,0.946276
1151,487,0.946274
1408,746,0.946263
1379,192,0.946254
799,1035,0.946252
1035,799,0.946252
171,381,0.946229
1129,917,0.946162
199,208,0.946155
135,1036,0.946137
1338,451,0.946118
929,460,0.946118
523,616,0.946091
329,332,0.946086
928,1294,0.946041
559,1047,0.946022
329,331,0.946017
685,688,0.945948
688,685,0.945948
914,172,0.945943
135,907,0.945932
447,380,0.945813
1112,1226,0.945788
609,1311,0.945768
1333,1337,0.945733
1337,1333,0.945733
1066,828,0.945680
828,1066,0.945680
764,954,0.945598
1098,42,0.945592
1222,1142,0.945581
1012,898,0.945562
537,957,0.945514
1070,641,0.945497
276,273,0.945404
41,50,0.945401
930,460,0.945259
560,121,0.945239
121,560,0.945239
1124,1199,0.945196
1199,1124,0.945196
224,92,0.945177
127,826,0.945170
1079,370,0.945014
942,519,0.944957
314,769,0.944944
47,967,0.944820
967,47,0.944820
