component_id,mean,sum,count,min,max
4626,3.845215,4.000000,0.961304,0.961304,0.961304
4658,3.897927,4.000000,0.974482,0.974482,0.974482
4659,3.940275,4.000000,0.985069,0.985069,0.985069
4664,7.766721,8.000000,0.970840,0.967171,0.974509
4667,7.773660,8.000000,0.971707,0.965950,0.977465
4670,3.912863,4.000000,0.978216,0.978216,0.978216
4678,3.847330,4.000000,0.961833,0.961833,0.961833
4679,3.849714,4.000000,0.962428,0.962428,0.962428
4707,3.917411,4.000000,0.979353,0.979353,0.979353
4822,3.934841,4.000000,0.983710,0.983710,0.983710
