from,to,distance
7401,8285,0.678759
6766,9194,0.678619
6599,3096,0.678570
9262,4511,0.678522
8891,3793,0.678494
9571,8458,0.678396
9436,8807,0.678257
7977,8161,0.678233
11052,10606,0.678169
7330,3763,0.678114
4349,10103,0.677907
10103,4349,0.677907
4420,2618,0.677891
5812,6359,0.677709
8872,5195,0.677649
4325,9472,0.677642
8777,9648,0.677596
7610,4149,0.677470
2935,10469,0.677334
7348,3840,0.677324
8797,9061,0.677312
8148,4608,0.677285
553,6639,0.677227
10464,3355,0.677215
10685,4431,0.677209
9505,10837,0.677209
10768,3504,0.677066
6868,1614,0.676853
2363,2146,0.676755
1702,2920,0.676672
9156,5432,0.676628
6768,11907,0.676584
9517,3414,0.676410
3091,9900,0.676324
10778,5525,0.676216
9540,6777,0.676027
5563,4262,0.675990
8797,1962,0.675914
4154,8161,0.675886
10750,4913,0.675720
12071,11603,0.675694
11765,7626,0.675689
9677,10744,0.675546
1993,10089,0.675545
9778,5278,0.675424
10464,1401,0.675360
5055,1381,0.675350
11757,4259,0.675224
9892,10721,0.675007
9646,1364,0.674911
11904,10603,0.674847
5104,8893,0.674623
4591,8630,0.674591
3543,2272,0.674577
4591,8236,0.674530
4105,7106,0.674476
9778,8164,0.674249
8713,11283,0.674216
8067,11326,0.674208
2814,12095,0.674164
2038,4934,0.674143
11108,336,0.674053
10961,9900,0.674053
9022,4428,0.674028
7357,4436,0.673724
7126,9371,0.673501
4571,4105,0.673491
7752,6950,0.673331
9517,1761,0.673050
3252,6018,0.672986
5963,848,0.672839
553,50,0.672515
5699,6058,0.672468
10203,7517,0.672229
7875,9525,0.672078
4501,3639,0.671910
3204,4703,0.671806
8024,6808,0.671774
3444,8719,0.671639
9011,763,0.671533
9677,6820,0.671523
8363,3590,0.671456
10700,6766,0.671213
9546,9650,0.671167
1234,5110,0.671039
3242,4802,0.670761
3667,2920,0.670483
8872,9286,0.670248
3225,3272,0.669945
7126,8630,0.669897
2038,7297,0.669835
10112,10297,0.669674
9505,9101,0.669424
5242,3384,0.669324
3253,7015,0.668855
11108,9683,0.668715
4501,1271,0.668611
5316,5084,0.668400
10597,5266,0.668246
9278,10225,0.668142
11136,9180,0.667939
2431,5057,0.667722
5096,6746,0.667636
9436,2750,0.667499
11325,6766,0.667382
1233,1240,0.666994
8913,8078,0.666933
3212,3880,0.666798
7624,6422,0.666795
1904,5276,0.666688
3373,8543,0.666445
7176,6849,0.666293
7176,3799,0.665978
1904,1597,0.665924
8214,5557,0.665911
8857,8592,0.665872
10705,125,0.665572
10103,4990,0.665462
1231,1238,0.665348
5301,4669,0.665105
8921,11708,0.665079
7752,5574,0.664628
5491,8714,0.664458
8714,5491,0.664458
8891,8848,0.664385
5229,4467,0.664333
10597,6548,0.664319
3074,5522,0.664313
3074,5480,0.664067
3707,4454,0.663909
3246,5399,0.663756
3212,7707,0.663609
3091,8054,0.663511
10159,4593,0.663472
6452,7157,0.663425
6613,6808,0.663383
9825,1015,0.663145
6571,8004,0.663021
9725,5541,0.662949
9725,1956,0.662905
8868,9898,0.662897
10501,11329,0.662895
11770,3364,0.662853
7640,11395,0.662674
2979,4840,0.662607
3941,4913,0.662526
7902,6809,0.662463
8713,2678,0.662449
8868,8848,0.662349
8990,3173,0.662295
3173,8990,0.662295
1232,1231,0.662203
3203,11167,0.662011
9067,2426,0.661944
9067,4446,0.661857
5936,4970,0.661581
5936,5396,0.661513
8724,9556,0.661415
3105,9495,0.661275
2814,9763,0.661221
7882,2631,0.661217
5697,2287,0.660980
9278,5332,0.660948
5096,5098,0.660698
8921,1611,0.660593
650,4416,0.660545
6260,8673,0.660337
4647,1757,0.660166
10639,9278,0.659731
8913,2838,0.659450
11903,4363,0.659380
10137,10846,0.659323
10846,10137,0.659323
1239,3785,0.658660
10309,8417,0.658317
8906,10250,0.658155
10020,8930,0.657637
5393,11834,0.657635
6007,5313,0.657271
9814,7655,0.656760
9317,10837,0.656672
10203,5740,0.656648
3373,7359,0.656519
169,11593,0.656099
9820,2622,0.655909
10438,3941,0.655519
3941,10438,0.655519
9056,3384,0.655379
9343,7299,0.654756
4782,8134,0.654221
10206,9345,0.653843
5862,7486,0.653642
8682,7106,0.653638
9240,5677,0.653501
2935,7809,0.653350
10143,5286,0.653320
10020,1281,0.652886
9646,4467,0.652799
10645,6319,0.652790
3105,4472,0.652589
10309,2650,0.652527
10159,6181,0.652472
10645,2836,0.652369
8963,9621,0.651853
8724,5334,0.651734
8682,4350,0.651126
8963,11029,0.650613
11770,8562,0.650289
8906,9514,0.650252
11944,7876,0.649560
6868,6531,0.649459
9317,10541,0.649182
9935,4176,0.648977
9805,11598,0.648837
2951,8930,0.648378
10639,8765,0.648184
10501,11345,0.648077
169,6270,0.647905
9539,8630,0.647169
8951,2480,0.647117
10713,8113,0.646811
10330,2071,0.646407
3303,10940,0.645975
8678,5665,0.645406
10564,764,0.645216
10238,8247,0.645124
7710,10645,0.644652
4782,2294,0.644644
8038,6806,0.644522
2959,11019,0.644231
8080,1258,0.644139
6452,3104,0.643590
9935,9835,0.642800
3303,8081,0.642714
2840,5286,0.642670
8714,9589,0.642668
8068,6747,0.642643
9011,3707,0.642000
3707,9011,0.642000
1232,12165,0.641800
10564,8115,0.641529
8666,5677,0.641337
9820,8253,0.641237
10705,10391,0.640503
10846,8906,0.639762
2028,8078,0.639518
8038,2943,0.639391
10330,3279,0.639381
1937,9814,0.639153
1231,1986,0.639143
650,7700,0.639086
3119,5348,0.638873
9766,8020,0.638837
10549,11329,0.638770
7999,8934,0.638638
2987,11620,0.637174
4688,1418,0.636820
4688,377,0.636720
3082,3129,0.636713
9271,4455,0.635726
11944,11019,0.634916
8068,4471,0.634490
4647,7610,0.634199
6571,6076,0.633701
1236,10619,0.633368
10137,5862,0.633092
9789,11239,0.632893
11057,1392,0.632147
9789,2310,0.631445
10948,5695,0.631114
9056,9729,0.630915
543,3694,0.630687
9854,11070,0.629641
6712,1753,0.629203
5242,9094,0.628983
9094,5242,0.628983
10549,11345,0.628491
9854,6878,0.628304
7024,9731,0.628134
3069,9024,0.626963
5393,1911,0.626685
1937,5404,0.625205
2302,4150,0.624242
2987,4506,0.623728
11405,11170,0.623651
6341,2038,0.623451
7024,694,0.623318
11405,7279,0.622310
1236,1231,0.622300
2028,11979,0.621476
9094,11517,0.620960
2302,8062,0.620959
3069,9546,0.620596
11057,2071,0.620479
9968,3107,0.619456
3082,3755,0.619161
6712,9650,0.619030
7708,5699,0.617484
10227,5370,0.617219
10438,10750,0.616409
6341,2999,0.615450
2979,4899,0.615447
10227,3124,0.615419
9539,10985,0.615257
543,8864,0.615149
10713,10579,0.613854
10961,8423,0.613006
10948,9580,0.611244
5316,5515,0.610489
5440,10700,0.606292
8902,11885,0.605889
7710,6512,0.596544
11078,9853,0.593897
7708,8214,0.592765
8902,1900,0.589342
10291,3133,0.588993
4877,4794,0.588317
5440,9414,0.587268
11078,9725,0.586611
10291,1366,0.585653
10938,6185,0.581323
10938,6822,0.567740
4877,5064,0.557546
6460,1900,0.535786
6460,6908,0.524721
