component_id,mean,sum,count,min,max
10122,3.842006,4.000000,0.960502,0.960502,0.960502
8224,4.000000,4.000000,1.000000,1.000000,1.000000
10950,3.919323,4.000000,0.979831,0.979831,0.979831
8231,3.868055,4.000000,0.967014,0.967014,0.967014
10973,3.859305,4.000000,0.964826,0.964826,0.964826
8254,13.489876,14.000000,0.963563,0.960579,0.967549
9727,3.942920,4.000000,0.985730,0.985730,0.985730
8270,3.884215,4.000000,0.971054,0.971054,0.971054
8285,3.925545,4.000000,0.981386,0.981386,0.981386
8299,3.998789,4.000000,0.999697,0.999697,0.999697
8301,11.993935,12.000000,0.999495,0.999359,0.999747
8303,3.986188,4.000000,0.996547,0.996547,0.996547
8305,3.998793,4.000000,0.999698,0.999698,0.999698
8307,3.897158,4.000000,0.974289,0.974289,0.974289
8315,3.931116,4.000000,0.982779,0.982779,0.982779
8323,3.937362,4.000000,0.984340,0.984340,0.984340
9502,3.921307,4.000000,0.980327,0.980327,0.980327
9061,3.989958,4.000000,0.997489,0.997489,0.997489
8355,7.710136,8.000000,0.963767,0.960303,0.967231
8366,3.869715,4.000000,0.967429,0.967429,0.967429
8381,3.897986,4.000000,0.974496,0.974496,0.974496
8400,3.909859,4.000000,0.977465,0.977465,0.977465
8429,3.935085,4.000000,0.983771,0.983771,0.983771
9550,3.872919,4.000000,0.968230,0.968230,0.968230
8880,7.777526,8.000000,0.972191,0.963576,0.980806
9914,3.849314,4.000000,0.962328,0.962328,0.962328
8490,3.988674,4.000000,0.997169,0.997169,0.997169
9463,3.946517,4.000000,0.986629,0.986629,0.986629
8521,3.883923,4.000000,0.970981,0.970981,0.970981
8543,7.788647,8.000000,0.973581,0.961896,0.985265
8547,3.864760,4.000000,0.966190,0.966190,0.966190
8555,3.998321,4.000000,0.999580,0.999580,0.999580
8560,3.978279,4.000000,0.994570,0.994570,0.994570
8576,3.913121,4.000000,0.978280,0.978280,0.978280
8579,3.925254,4.000000,0.981313,0.981313,0.981313
8585,3.932277,4.000000,0.983069,0.983069,0.983069
8801,3.887552,4.000000,0.971888,0.971888,0.971888
8594,3.894946,4.000000,0.973737,0.973737,0.973737
8610,3.868254,4.000000,0.967064,0.967064,0.967064
8625,3.865231,4.000000,0.966308,0.966308,0.966308
9220,3.928532,4.000000,0.982133,0.982133,0.982133
8636,3.999122,4.000000,0.999781,0.999781,0.999781
8640,3.867025,4.000000,0.966756,0.966756,0.966756
8654,3.886481,4.000000,0.971620,0.971620,0.971620
8658,3.958049,4.000000,0.989512,0.989512,0.989512
9342,7.835867,8.000000,0.979483,0.962971,0.995996
8759,3.957972,4.000000,0.989493,0.989493,0.989493
