component_id,mean,sum,count,min,max
9051,3.895067,4.000000,0.973767,0.973767,0.973767
9062,3.998006,4.000000,0.999501,0.999501,0.999501
9076,3.989729,4.000000,0.997432,0.997432,0.997432
9084,11.900955,12.000000,0.991746,0.988521,0.996489
11271,7.737658,8.000000,0.967207,0.962843,0.971571
9194,3.988720,4.000000,0.997180,0.997180,0.997180
9271,4.000000,4.000000,1.000000,1.000000,1.000000
9301,3.926211,4.000000,0.981553,0.981553,0.981553
10136,4.000000,4.000000,1.000000,1.000000,1.000000
9481,3.966591,4.000000,0.991648,0.991648,0.991648
9544,3.866507,4.000000,0.966627,0.966627,0.966627
9568,3.973231,4.000000,0.993308,0.993308,0.993308
10328,3.959611,4.000000,0.989903,0.989903,0.989903
11026,3.912967,4.000000,0.978242,0.978242,0.978242
9870,3.958301,4.000000,0.989575,0.989575,0.989575
9955,3.950921,4.000000,0.987730,0.987730,0.987730
10406,4.000000,4.000000,1.000000,1.000000,1.000000
10042,3.867110,4.000000,0.966777,0.966777,0.966777
10082,3.941483,4.000000,0.985371,0.985371,0.985371
10390,3.850448,4.000000,0.962612,0.962612,0.962612
10907,3.954509,4.000000,0.988627,0.988627,0.988627
10096,3.959052,4.000000,0.989763,0.989763,0.989763
10311,3.861325,4.000000,0.965331,0.965331,0.965331
11208,3.922657,4.000000,0.980664,0.980664,0.980664
10387,3.915132,4.000000,0.978783,0.978783,0.978783
10488,11.824999,12.000000,0.985417,0.978015,0.998531
11447,3.970467,4.000000,0.992617,0.992617,0.992617
10500,3.986662,4.000000,0.996666,0.996666,0.996666
10534,3.981495,4.000000,0.995374,0.995374,0.995374
10916,3.840963,4.000000,0.960241,0.960241,0.960241
10908,3.872575,4.000000,0.968144,0.968144,0.968144
10608,3.984133,4.000000,0.996033,0.996033,0.996033
10648,3.878961,4.000000,0.969740,0.969740,0.969740
10661,3.927749,4.000000,0.981937,0.981937,0.981937
11348,3.939168,4.000000,0.984792,0.984792,0.984792
10696,3.942731,4.000000,0.985683,0.985683,0.985683
10702,3.875979,4.000000,0.968995,0.968995,0.968995
10746,3.982974,4.000000,0.995744,0.995744,0.995744
10810,3.846945,4.000000,0.961736,0.961736,0.961736
10878,3.841233,4.000000,0.960308,0.960308,0.960308
10994,3.899607,4.000000,0.974902,0.974902,0.974902
10997,3.843115,4.000000,0.960779,0.960779,0.960779
11434,3.965266,4.000000,0.991317,0.991317,0.991317
11411,3.928257,4.000000,0.982064,0.982064,0.982064
